Id	rnase0	rnase1	rnase2	rnase3	rnase4	rnase5
Mnat1	2	8	74	78	128	108
Fem1a	3	16	136	87	71	55
4930524N10Rik	0	0	0	0	0	0
Ankrd11	6	48	221	158	186	114
Gm5127	0	0	0	0	1	0
AU018829	0	0	0	0	0	0
Csrnp1	0	2	43	26	36	22
Psmg4	1	1	60	35	42	38
Chrna6	0	0	1	0	0	0
Ctsc	2	8	98	78	119	111
Lao1	0	0	2	1	1	3
Pcdhga9	1	12	103	71	76	71
3830417A13Rik	0	0	0	0	0	0
Tmem52b	0	0	0	0	0	0
Dhrs9	0	0	0	0	0	0
Elovl4	19	49	543	415	399	421
Zrsr2	1	3	22	47	71	74
Ngly1	1	10	96	102	105	140
Prss30	0	0	0	0	0	0
Epc2	6	16	78	93	122	121
Golga7b	3	16	155	107	169	131
Dbi	18	125	1258	1372	1961	1732
Hs6st2	4	16	152	135	160	157
Nifk	2	12	121	117	185	187
Ercc6l2	2	5	25	23	30	31
Kcna6	7	24	264	180	200	161
Tmem45b	0	0	1	0	1	0
AA792892	0	0	0	0	0	0
Gm6792	0	0	0	0	0	0
Ttn	1	0	4	0	1	1
Slc35d2	0	0	1	2	2	1
2900092C05Rik	0	0	0	0	0	0
Gm13547	0	0	1	0	0	0
Olfr1000	0	0	0	0	0	0
Rem2	1	13	141	106	112	85
Esrp1	0	0	1	0	1	0
Nme3	4	9	109	123	126	88
Ciapin1	4	28	258	257	275	229
BC048671	0	0	0	0	0	0
Ddx18	3	18	113	117	147	135
Zfp410	0	11	36	44	53	48
Egln2	5	16	60	37	32	28
H2-Ke6	6	12	103	77	93	66
Ldhd	0	6	47	38	35	51
Fam24a	0	0	0	0	0	0
Psma6	8	30	464	470	605	588
Cpa1	0	0	0	0	0	0
Ppp1r3e	0	7	31	18	4	3
2610002M06Rik	0	15	209	252	380	357
Pnoc	1	9	132	86	93	71
Tfam	5	8	102	109	139	139
Corin	0	0	6	5	8	6
Susd4	9	57	343	239	246	181
Cxadr	1	12	117	94	98	109
Gemin2	1	1	26	26	34	34
Ppwd1	0	2	23	37	27	30
Slc29a2	0	17	102	54	46	44
Ifitm2	1	8	62	31	36	38
Tm2d1	5	10	96	114	144	145
P3h3	1	3	20	8	8	6
Lama3	0	0	4	6	3	3
Ptx3	2	1	19	91	11	6
Lsm5	0	1	27	31	49	47
Fau	31	120	811	677	738	571
Olfr1113	0	0	0	0	0	0
Pcdhb14	4	7	88	82	86	80
Pnliprp2	0	0	1	1	1	2
Ptprc	2	2	31	19	35	26
Phc1	0	27	185	115	120	111
Zfp709	1	2	10	13	15	18
Dcstamp	0	0	1	0	0	0
Twistnb	4	3	64	42	63	49
Nkx3-2	0	0	0	0	0	0
Chtf8	0	4	43	36	61	42
BC005537	4	19	41	14	14	19
Bcl2l2	3	10	93	60	38	36
B230217C12Rik	8	25	248	164	206	175
Cyp2g1	0	0	0	0	0	0
Snx10	12	56	547	504	690	670
Eif4enif1	4	21	154	101	127	139
Gm15091	0	0	0	0	0	0
Iars	2	37	354	348	366	358
Vmn1r177	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0
Ltbp3	5	27	185	122	132	124
Iqca	1	1	6	3	8	4
Olfr1112	0	0	0	0	0	0
Mcts2	0	9	54	48	70	71
Dbt	3	11	92	88	135	102
Armc10	2	9	99	66	87	83
Ptpre	0	24	181	146	189	146
Cog1	9	44	355	219	239	221
Kdm3b	8	30	173	123	137	136
Mrps36	2	16	211	177	290	260
2310067B10Rik	5	29	184	126	111	105
Fstl1	3	8	173	237	201	202
Krt39	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0
Col11a2	2	10	71	59	50	42
Parp9	0	0	8	11	5	4
1700020D05Rik	0	1	0	0	0	0
Cdk17	20	93	836	832	1053	978
Arhgap44	6	52	251	195	223	173
Rtp3	0	0	0	0	1	0
Apol7e	0	0	0	0	0	0
Hrasls	1	3	40	31	36	37
Pcbp3	3	29	182	139	197	193
Prdm6	0	0	0	1	2	0
Spint5	0	0	0	0	0	0
D17Wsu104e	5	34	196	166	172	149
Fcgr3	1	8	40	31	31	23
Gmnc	0	0	14	5	8	10
Atpaf1	3	29	205	121	143	128
Mrpl2	6	11	95	110	104	115
Tnni3k	0	0	2	0	2	0
Tie1	0	3	11	9	7	7
Hoxa3	0	0	0	0	0	0
Gm5622	0	0	0	0	0	0
Foxd1	0	0	2	2	2	0
Ssbp1	3	3	39	72	72	64
Tomm70a	26	94	908	739	1019	960
Lrrc4c	9	24	178	137	122	150
Klhl22	13	37	345	196	225	205
Jph1	2	18	118	91	115	80
Gng2	4	24	343	454	661	663
Itgad	0	1	8	7	9	3
Hadhb	10	35	461	365	434	426
Tgif1	0	0	4	9	6	6
Man2c1	0	13	132	83	82	80
Tefm	0	2	18	37	25	33
Erdr1	0	3	8	2	6	2
Rgs9bp	0	1	0	0	1	0
Akr1b3	4	11	193	194	206	169
Etfdh	3	6	95	90	99	96
Nop16	0	6	65	80	100	82
Cpsf4l	0	0	0	0	0	0
Sympk	11	97	552	419	432	407
Trp53i13	3	4	38	20	17	19
Abcg4	7	36	358	220	223	201
Gm1979	0	0	0	0	0	0
Snrpd1	3	12	165	190	229	177
Cd300lh	0	0	0	0	0	0
Lppr3	8	50	351	194	156	146
D030056L22Rik	4	46	184	79	89	49
Gm5803	1	0	0	0	0	0
Vwa1	1	15	87	35	49	45
Gtpbp8	0	8	56	66	67	62
Adamts15	0	6	24	17	11	15
Snx32	5	24	206	199	256	228
Vmn2r123	0	0	0	0	0	0
Gm13157	0	0	0	0	0	0
Lhx9	2	5	68	56	68	52
Olfr424	0	0	0	0	0	0
Vmn2r83	0	0	0	0	0	0
Tgfbr3	3	8	98	93	115	94
Wscd1	9	63	329	206	212	164
Rragd	5	20	86	60	83	69
Dpm2	4	7	104	70	62	54
Atf4	16	26	61	31	31	39
Asb4	0	0	6	4	3	4
Pde6b	0	0	0	0	1	0
Gpx6	0	0	0	2	0	0
Rnf14	33	137	1143	1106	1343	1361
Atp1b2	55	303	3083	2146	2119	2053
Becn2	0	0	0	0	0	0
Tnfrsf14	0	0	2	4	3	2
S100a11	1	1	28	26	37	32
Slc18b1	4	13	50	52	48	38
Anxa6	8	69	572	516	629	635
Pax4	0	0	1	0	0	0
Dlgap5	0	0	4	1	3	5
Hspa14	5	7	79	95	87	107
Kiss1r	0	2	32	11	5	7
Fancm	0	4	7	15	17	16
Rnf133	0	0	0	0	0	1
Kap	0	0	0	0	0	0
Pclo	40	163	1309	919	1116	1391
Adcy8	2	15	90	57	62	55
Zfp385c	0	0	1	0	1	0
Fam229b	1	0	22	11	24	16
Pdcd2	3	4	64	42	49	39
Cdk11b	5	26	119	137	179	174
1110001J03Rik	3	30	227	122	183	152
Sparcl1	135	826	9929	9851	13674	14934
Dlx3	0	0	0	0	1	0
Znhit6	0	6	49	70	81	87
Prss27	0	0	0	0	0	0
Sdc1	1	1	15	15	14	16
Rab5b	12	27	295	245	282	272
Ica1l	2	6	41	37	46	40
Clca3b	0	0	0	0	0	0
Prex2	10	52	271	259	323	287
Rock1	4	8	39	66	63	74
Phf21a	4	15	96	85	86	56
Agbl4	2	5	61	57	51	41
Slc25a24	0	0	19	12	16	7
Mmp10	0	0	0	0	0	0
Abcd3	17	47	525	489	551	561
Lrrtm4	5	19	246	207	240	222
Acadl	6	7	92	110	168	137
Med22	5	10	112	77	113	100
Mfap5	0	0	0	1	1	1
Dnaaf1	0	0	4	3	6	3
Vmn2r112	0	0	0	0	0	0
Natd1	0	3	19	17	20	21
Tmem261	1	13	172	95	101	81
Tulp3	2	7	46	46	58	48
Cdk2ap1	2	9	52	44	46	30
Alg13	1	2	7	8	10	15
Sin3b	15	77	690	565	639	522
Btbd2	6	65	419	217	243	190
Crisp4	0	0	0	0	0	0
Ankdd1b	0	0	0	0	0	0
Gm5108	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0
Prpsap1	3	11	170	140	182	166
Prss45	0	0	1	0	1	1
Ccdc127	4	19	150	109	149	153
2700089E24Rik	14	36	322	192	206	153
Spink12	0	0	0	0	0	0
Ppip5k2	3	8	24	20	38	22
Olfr1020	0	0	0	0	0	0
Timm17a	4	24	275	271	337	274
Cript	2	9	147	137	176	161
Ccnjl	0	8	23	12	15	8
Fzd4	1	5	44	49	36	43
Rassf5	2	21	69	62	79	71
Rgs4	4	49	521	606	865	886
Sqrdl	0	0	22	21	25	36
Nudt1	0	2	14	9	19	12
Pth2	0	0	0	0	0	0
Nrg2	0	5	29	15	13	9
Slc22a12	0	1	4	2	3	2
Syngap1	28	314	1740	908	966	830
Fam83b	0	0	1	1	0	1
Chodl	0	0	4	1	4	3
Olfr1248	0	0	0	0	0	0
Fam71d	0	0	0	0	0	0
Cyb5r2	0	0	1	1	0	0
Olfr1155	0	0	0	0	0	0
Birc7	0	0	1	2	0	0
Trp63	0	1	3	1	1	1
Angptl3	0	0	1	1	0	2
Rspry1	2	13	36	28	33	29
Pnck	7	58	576	444	432	413
Olfr1325	0	0	0	0	0	0
Gria4	7	22	211	227	249	296
Vwa5a	5	14	139	135	159	145
Ndst1	6	37	172	119	84	110
Efemp2	1	5	58	45	46	27
Bbs4	8	14	261	215	244	243
Cpsf4	1	4	23	15	18	8
Bysl	2	18	157	111	117	106
Odf1	0	0	0	0	1	0
Parp14	2	2	11	15	10	13
Tmem217	0	0	1	0	0	1
Mill2	0	1	6	7	2	4
Rbm24	0	8	101	50	38	46
Scoc	11	64	748	699	1095	1031
Cd209g	0	0	0	0	0	0
Klk6	0	1	9	7	10	6
Rasd2	4	20	143	98	113	76
Dll1	1	1	50	28	16	20
Gon4l	2	12	82	84	89	107
Dnajb3	0	1	5	7	10	5
Epn3	0	2	15	9	11	11
Lypd6b	1	2	9	3	7	4
Sdr39u1	7	16	168	117	175	153
Ppp1r21	6	23	120	126	149	159
Ssr4	8	25	248	208	230	244
Olfr371	0	0	0	0	0	0
Xrcc5	1	8	48	45	41	56
Hcrt	0	0	1	0	0	1
Mmp20	0	0	0	0	0	0
Fbxo25	5	27	286	208	293	295
Cdc42ep4	1	17	155	105	108	71
Gm14322	1	4	1	3	6	5
Dip2a	7	36	234	154	187	185
Aard	0	4	30	13	8	5
Wnt4	1	6	40	30	33	22
Usp38	5	19	176	135	176	146
Coro2a	3	6	46	56	48	53
Cfap57	0	0	14	11	10	11
Pld2	1	20	80	45	43	45
Insl5	0	0	0	0	0	0
Slc30a2	0	0	0	0	1	0
Gng13	1	8	49	40	68	87
Hoxa9	0	0	1	0	0	0
Ptma	0	1	66	275	414	424
Emc3	5	37	398	310	316	302
Gcm2	0	0	0	0	0	0
Gm21002	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0
Olfr686	0	0	0	0	0	0
5430435G22Rik	0	1	5	7	5	5
Kpna7	0	0	0	0	0	0
Kremen1	0	2	18	15	24	18
Cdc6	0	0	2	2	1	2
Bcl2l14	0	0	0	0	0	0
1700015F17Rik	0	0	1	0	0	1
Gipc2	0	0	1	1	2	1
Bag2	0	6	36	26	32	43
Auh	2	12	224	231	241	234
Gm11564	0	0	0	0	0	0
Lgals9	2	4	29	15	20	23
Trio	6	89	556	376	418	413
Hipk2	4	31	195	92	105	112
Anp32e	4	17	210	303	415	431
Cd320	2	19	130	73	81	59
Npy2r	2	58	459	345	374	360
Brpf1	0	6	59	45	53	36
Mcpt1	0	0	0	0	0	0
Tmem182	0	0	0	0	0	1
Mog	15	69	766	688	747	722
Slc43a2	2	41	370	241	214	178
Olfr134	0	0	0	0	0	0
C1ql1	1	3	47	27	24	12
Olfr214	0	0	0	0	0	0
Amer3	3	20	204	127	144	123
Olfr707	0	0	0	0	0	0
Ptrf	0	6	46	30	27	27
Th	0	0	3	3	3	1
Chrnb1	0	1	1	2	1	1
Mbnl2	27	179	1209	679	854	708
Sprr2d	0	0	0	0	0	0
Olfr430	0	0	0	0	0	0
Slc9a3	0	0	2	2	2	1
Nomo1	20	97	710	703	812	781
Stc2	0	0	15	10	19	10
Ndufs8	11	55	591	498	486	403
Gtf2i	23	87	524	522	614	607
Ces1c	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0
Kdf1	0	0	1	1	0	2
Usf1	3	26	253	215	250	193
Trpv3	0	0	1	2	1	2
2200002D01Rik	0	0	0	0	1	0
Lrrc8e	0	0	0	0	0	0
Vmn1r160	0	0	0	0	0	0
Orc5	0	11	114	80	116	106
Cacna1s	0	0	1	0	1	1
Gcfc2	2	1	7	15	15	18
Myo19	0	1	5	3	3	3
Siah1a	5	13	110	93	94	87
Smarcb1	9	49	490	433	536	438
Ankrd50	2	4	20	21	11	12
Arhgap10	1	0	12	13	12	17
Abcc3	1	2	17	11	15	14
Olfr954	0	0	0	0	0	0
Tnp1	0	0	0	0	0	0
Scgb1b19	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0
Zfp945	2	1	40	27	33	45
Gm6927	0	0	0	0	0	0
BC051665	0	0	0	0	0	0
Vmn2r10	0	0	0	0	0	0
Adcy5	2	23	173	109	125	81
Adam8	0	0	0	1	0	0
Abcc8	6	22	184	120	110	114
Hpgd	3	4	35	21	31	47
Tm4sf1	1	4	58	32	30	33
Atp5k	3	65	600	268	267	207
Itm2b	122	604	7032	5534	6107	5765
Cdh3	0	4	58	32	61	52
Rag1	0	0	0	1	1	1
Gad2	18	120	1260	992	1105	1056
Olfr384	0	0	0	0	0	0
Fam98c	2	12	84	56	36	35
Itga3	1	14	112	102	92	82
1700001K19Rik	0	0	0	0	0	0
Jmjd6	0	7	31	35	43	41
Olfr3	0	0	0	0	0	0
0610010B08Rik	0	0	0	0	0	0
Dennd2a	3	13	43	36	46	39
Mrps25	1	8	82	119	123	128
Ndufa8	13	60	517	500	579	566
Wscd2	4	29	187	138	149	139
Nbl1	2	14	110	103	109	98
Dync1i1	13	89	749	650	753	703
4931414P19Rik	0	1	20	14	15	14
Ccdc148	2	5	9	10	8	9
Puf60	19	158	1320	841	1018	894
Saa1	0	0	0	1	0	0
Lmo4	27	155	1512	952	1134	908
Rxra	0	10	90	57	71	68
Olfr1193	0	0	0	0	0	0
Zdhhc22	1	5	39	28	26	11
Gm10471	0	0	0	0	0	0
Abhd17c	4	43	189	89	94	83
Hdgfrp3	5	25	222	232	321	324
Prps1l1	0	0	1	3	0	0
Gga2	2	14	135	98	121	116
Lbhd1	0	0	0	3	4	1
Fbxl4	1	6	35	37	28	43
Emc7	11	28	326	484	561	517
Faf1	3	19	166	175	216	214
Olfr849	0	0	0	0	0	0
Fermt3	1	2	12	8	18	18
Gm8653	0	0	0	0	0	0
Tmem17	2	5	61	31	35	24
Abi3	1	3	16	17	19	10
2410004B18Rik	0	6	62	73	84	57
Tbc1d5	3	18	168	133	185	149
Nae1	9	18	192	199	219	256
Olfr32	0	0	0	0	0	0
Msrb1	4	8	110	74	58	52
Mical1	0	4	19	24	18	17
Pcm1	23	42	345	368	451	466
Bcl9	3	42	281	179	179	154
Olfr145	0	0	0	0	0	0
AU022252	2	7	52	36	48	65
C130026I21Rik	0	0	0	0	0	0
Dusp5	0	9	95	53	69	43
Ins1	0	0	0	0	0	1
Olfr923	0	0	0	0	0	0
Osr2	0	0	0	0	0	0
Cd3d	0	0	0	0	0	0
Oxr1	43	128	1116	1151	1583	1661
Tmem37	0	1	9	6	6	3
Trim2	24	149	1079	868	1008	951
Mzb1	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0
Lrriq4	0	0	1	0	0	0
Gpx1	3	47	258	157	127	95
Primpol	0	0	4	7	8	6
Shroom3	0	2	11	11	7	5
Vmn1r210	0	0	0	0	0	0
Galp	0	0	0	0	0	0
Tlr4	0	1	4	5	6	8
Qrich2	0	0	1	0	0	0
Stx5a	6	14	234	138	183	150
Tshr	0	0	0	0	2	1
Msantd4	4	19	114	216	281	277
Slc36a1	5	25	183	142	116	130
Mtmr4	12	22	249	232	219	204
Etfb	1	17	309	209	215	191
Cd44	1	3	29	31	29	33
Fzd9	1	3	14	19	11	5
Tmem141	4	3	45	30	42	30
1700013H16Rik	0	0	0	0	0	0
Fuca1	5	19	121	93	91	104
Svip	2	0	6	14	10	27
Hdac7	1	8	29	15	18	11
Ugdh	3	5	69	63	75	73
Vmn2r50	0	0	0	0	0	0
Zfp14	1	0	13	7	12	11
Tada2b	1	12	52	42	57	46
Ints9	1	7	79	46	60	50
Canx	78	275	2823	3480	4155	4207
Zbtb5	1	2	17	13	15	8
Syde1	3	5	11	11	13	11
Smc1a	5	30	215	257	321	247
Acot12	0	0	1	3	1	1
Trim13	1	8	45	47	46	54
Erich2	0	0	4	4	8	6
Noxred1	0	0	0	0	0	0
Lnp	10	24	266	271	285	281
Mmrn2	0	0	7	10	6	5
Coq5	4	12	99	96	102	103
C2cd3	4	9	72	55	64	51
Ankrd33	0	0	0	0	0	0
Gimap8	0	0	0	1	1	1
Olfr874	0	0	0	0	0	0
Prlh	0	0	0	0	0	0
Ccdc97	5	27	248	172	192	187
Nkx2-9	0	0	0	1	0	0
Tlx1	2	1	4	0	0	0
Emb	7	12	166	163	249	268
Rnf6	5	20	113	87	92	110
Shank1	23	190	586	178	156	133
Klk1b22	0	0	0	0	0	0
U2af1l4	2	8	94	77	78	64
Vmn2r17	0	0	0	0	0	0
Gm13278	0	0	0	0	0	0
Bicd1	5	11	59	65	92	98
Cited2	2	88	434	186	176	112
Sbp	0	0	0	0	0	1
Olfr729	0	0	0	0	0	0
Sh2b1	1	39	217	117	108	92
Dydc1	0	0	0	0	0	0
LOC100502896	0	0	0	0	0	0
Nol11	4	18	168	113	171	166
Adra2c	1	6	30	16	9	14
Uqcrh	14	46	423	390	492	416
Uqcrc1	24	150	1546	1010	1062	851
Myocd	0	1	0	0	0	0
Myh6	1	0	1	2	2	3
Gm13247	0	0	0	0	2	0
Scn1b	26	89	407	358	432	417
Alpi	0	0	0	0	0	0
Pigo	3	11	100	74	71	46
Doxl2	0	0	0	0	0	0
Vmn1r114	0	0	0	0	0	0
Galnt4	0	2	11	17	9	6
Rcan2	6	19	262	213	282	252
Gabra4	11	38	297	217	309	258
Runx3	0	0	0	0	0	0
Ube2l6	0	2	21	13	11	12
Obp2b	0	0	0	0	0	0
Txk	0	0	1	0	0	0
Insrr	0	0	0	0	0	0
Pex6	9	39	206	107	93	68
Cdh19	3	3	63	60	76	56
Mtnr1a	0	0	0	0	0	1
Tex24	0	0	0	0	0	0
Trim62	2	16	81	50	52	39
Arhgef26	5	26	199	156	208	172
Olfr458	0	0	0	0	0	0
Zc3h3	2	10	80	53	49	32
Galnt16	22	120	1057	887	799	753
Slx	0	0	0	0	0	0
Tmem259	15	66	477	248	287	219
Klk1b8	0	0	0	0	0	0
Naa30	2	25	153	125	124	137
Osbpl11	1	11	89	69	92	80
Agtr1a	0	2	6	3	3	3
1700029P11Rik	0	0	0	0	0	0
Chaf1a	1	5	13	14	12	15
Hgfac	0	0	0	0	0	0
Zfp286	2	5	20	25	34	46
Rorc	0	2	6	2	3	2
Itga2b	0	0	11	4	5	2
Tmem181a	3	21	193	193	244	219
Dlg3	6	76	532	394	494	420
Zfpl1	1	34	233	132	128	92
Tnni3	0	0	0	0	0	0
Cherp	6	53	385	201	238	239
Cd53	1	2	51	38	49	36
Wipi2	5	31	190	183	211	210
Chd1l	0	2	17	15	28	16
BC055111	0	0	0	0	0	1
Psmb3	12	43	619	417	492	432
Serpinb3c	0	0	0	0	0	0
Tank	2	8	104	77	94	120
Pex13	6	18	233	174	213	158
D630045J12Rik	10	54	417	287	275	286
Ick	2	10	34	23	22	21
Olfr1269	0	0	0	0	0	0
Plscr5	0	0	0	0	0	0
Spem1	0	0	0	0	0	0
1600012H06Rik	2	5	46	61	58	46
Fgf11	2	14	47	33	42	27
Nqo2	0	7	34	38	38	44
Tnnc2	0	0	0	0	0	0
Aspm	0	0	2	5	2	3
Pttg1	2	3	65	65	90	76
Ralgapa1	26	98	773	712	899	914
Trappc12	15	99	723	635	787	821
Shprh	7	20	189	211	229	257
Cfap70	0	1	6	6	6	10
Cyp11b1	0	0	0	0	0	0
1700011L22Rik	0	0	0	0	1	0
Arl3	10	26	274	241	348	321
Arl6ip6	0	9	40	36	19	24
Fabp12	0	0	0	0	0	0
Olfr675	0	0	0	0	0	0
Hsd17b6	0	0	0	0	0	0
Rab2a	19	72	852	829	1182	1143
Tex30	1	0	19	27	25	22
Cubn	0	0	1	1	1	2
Habp4	2	60	232	209	247	189
Kcne3	0	0	0	0	2	2
Zar1	0	1	8	3	1	1
Pars2	1	4	10	10	14	14
Tti2	3	12	74	57	51	58
Adam32	0	0	0	0	0	2
Ribc1	0	0	2	0	2	0
Vps37c	2	8	103	63	55	48
Clec5a	0	0	4	2	1	4
Zfp788	3	9	29	33	46	40
Usp31	8	58	203	107	116	97
Icam2	0	0	7	6	3	4
Sncaip	0	4	11	13	12	15
Ngdn	1	13	96	56	76	88
Spag8	0	1	13	10	9	10
Ssh1	2	7	33	28	30	33
Cbfa2t2	3	29	254	191	222	193
Cttnbp2nl	1	10	52	26	35	39
Pyy	0	0	0	0	0	0
Zmynd12	0	2	3	1	1	0
Eci2	1	4	76	74	112	86
Tas2r140	0	0	0	0	0	0
Scyl2	6	12	154	114	131	119
Tdrd1	0	1	4	3	5	3
Olfr720	0	0	0	0	0	0
Rps29	57	35	411	299	339	283
Car7	1	4	36	26	29	24
Dhps	3	22	173	122	133	90
Inppl1	2	20	79	61	65	64
Ccne1	1	11	77	52	62	60
Wfdc2	0	2	32	22	27	24
Tssk6	0	1	7	5	6	3
Olfr1179	0	0	0	0	0	0
Rnf19b	4	32	188	99	92	96
Mybph	1	11	3	2	1	2
Oaf	1	6	33	33	23	22
Zfp959	0	0	3	5	7	7
Nxn	2	10	61	39	40	33
6030498E09Rik	0	0	2	0	0	0
Sephs2	3	25	149	74	76	55
Olfr92	0	0	0	0	0	0
Orc2	4	2	83	91	144	136
Lage3	3	8	47	31	41	38
Myo1e	1	5	49	51	51	59
Serpinc1	0	0	1	0	0	0
Mme	2	1	20	20	36	26
Gpr68	1	9	49	31	22	21
A930009A15Rik	0	0	1	1	3	1
Serpina3k	0	0	1	0	0	0
Mdfic	3	3	15	16	13	19
Prr32	0	5	51	46	54	43
Tmem39a	0	4	6	10	6	6
Enoph1	3	22	263	229	275	229
Ranbp1	2	19	223	258	402	376
Tnfsf9	0	0	2	2	1	4
Abca7	2	12	110	68	79	63
Dpysl2	81	562	5070	3704	4206	3691
Il3	0	0	0	0	0	0
Cdo1	1	10	59	63	81	59
Lipt2	0	8	32	12	10	11
Ikzf5	8	11	92	54	87	76
Dkk1	0	0	0	1	1	0
Hnrnpu	33	201	1986	2020	2633	2615
Rrm1	1	7	89	88	93	82
Endov	1	11	38	28	30	21
Olfr1135	0	0	0	0	0	0
Echdc3	0	1	5	3	4	2
Cdc42bpb	5	35	159	113	137	126
Plekhg6	0	0	1	0	0	0
Irf7	1	0	5	5	1	2
Tgfbr2	0	5	46	23	45	26
Mlxip	0	6	45	24	24	19
Naga	2	9	149	120	123	112
Olfr402	0	0	0	0	0	0
1700003E16Rik	2	8	26	24	18	13
Olfr338	0	0	0	0	0	0
Clybl	3	6	51	80	93	99
Frrs1l	13	81	486	386	381	326
Myh11	0	0	4	2	1	4
Ppp2r4	13	43	392	326	356	308
Ptms	1	4	19	175	406	530
Tubgcp2	1	24	151	116	149	116
Trim35	20	110	712	546	516	455
Olfr482	0	0	0	0	0	0
Them6	5	55	267	160	103	99
Tgfbrap1	1	22	118	79	96	89
Arhgap5	43	88	383	374	502	510
Tomm5	3	11	113	50	75	55
Bex1	1	11	93	67	81	69
Cyp4f17	0	1	20	5	10	11
Sugp1	3	23	199	175	201	211
Ppp2r3c	6	9	86	105	132	101
Brcc3	3	8	109	105	146	120
Jun	7	124	1098	617	643	521
Grhl3	0	1	4	1	9	7
Slirp	8	19	166	180	290	208
Gbp5	0	1	4	0	5	4
Pde4c	0	0	0	0	0	0
Psd3	24	185	1563	1626	2158	1951
Vmn2r77	0	0	0	0	0	0
Ccdc83	0	0	0	0	0	0
0610010F05Rik	10	19	106	122	152	159
Psmd9	0	11	80	81	116	90
Serpinb2	0	0	0	0	0	0
Scamp3	4	37	339	194	222	187
Tlr12	0	0	6	0	5	2
Gm15319	0	0	0	0	0	0
Dcxr	0	3	29	31	21	19
Nf1	23	73	432	388	488	481
Dppa2	0	0	0	0	0	1
Syt4	15	66	789	856	1073	1049
Ssrp1	5	36	350	329	408	368
Usf2	12	32	174	102	131	115
Krtap14	0	0	0	0	0	0
Als2cr11	0	0	0	0	0	0
Cypt7	0	0	0	0	0	0
Ppp1r3d	2	2	18	12	6	12
Nppc	0	5	34	15	16	16
Zfp952	2	5	49	46	41	45
Tufm	4	45	269	214	236	199
Nckap1l	1	0	45	26	40	30
Itih4	0	0	0	0	0	1
Unc45a	2	16	105	77	77	83
Psg26	0	0	0	0	0	0
Rfpl4b	0	0	0	0	0	0
Uqcc3	1	1	21	34	36	19
Srsf4	3	12	134	137	179	162
Nuf2	2	0	6	9	7	15
2210011C24Rik	0	1	5	0	0	1
Mkln1	7	29	344	356	470	479
Cdc16	6	22	177	181	185	154
Foxo1	6	54	318	222	320	253
Lrrc38	0	0	10	9	3	6
Bri3bp	9	54	386	293	223	207
Pramef25	0	0	0	0	0	0
Dolpp1	3	10	97	46	41	37
Cyb561d1	2	9	54	48	45	31
Dusp4	1	14	139	69	76	46
Rpl12	33	48	375	373	504	460
Usp5	24	146	1302	1050	1163	1139
Fam181a	0	2	5	3	2	2
Foxb2	1	0	0	2	1	0
Gja10	0	0	0	0	0	0
Uhrf1bp1l	14	51	330	311	358	346
Lrrc41	10	51	436	281	286	202
Mtmr6	10	42	341	328	381	363
Olfr904	0	0	0	0	0	0
Phf21b	0	1	4	8	7	3
Fbxo32	0	9	37	26	30	41
Chst14	0	0	4	7	6	4
Prrg1	1	2	32	37	47	35
Qrfp	0	0	0	0	0	0
Ccsap	3	34	212	118	118	97
Arl9	0	0	0	0	0	0
Lpar4	1	1	17	15	22	15
Ccr6	1	2	13	6	11	13
Vprbp	8	20	143	128	167	150
Dsg3	0	0	0	0	0	0
Fam166a	0	0	0	0	0	0
Mefv	0	0	0	0	0	0
Zfp42	0	0	0	0	0	0
Lrrc14	3	25	76	53	53	45
Abcb7	6	23	257	182	253	226
Ptch2	0	0	0	2	1	1
Fuom	5	10	68	91	92	90
Mettl25	1	0	19	17	11	12
Arhgap19	0	0	7	7	9	5
1700023E05Rik	0	0	4	5	2	10
Tln2	4	72	576	432	511	484
Grsf1	11	41	349	253	265	282
Vmn2r70	0	0	0	0	0	0
Gm14483	0	0	0	0	0	0
Ghrhr	0	0	0	0	0	0
Stag3	0	0	2	1	1	2
Mboat4	0	0	1	2	1	0
Csrnp2	0	12	116	100	119	77
2510002D24Rik	1	3	44	32	27	21
Tlr8	0	0	0	0	2	2
Mpp1	7	28	212	209	306	356
Scml4	0	0	21	11	11	8
Snph	8	76	430	329	361	340
Tmem30b	0	0	1	2	0	0
Rab4a	2	11	105	89	138	149
Cd69	0	0	0	0	0	0
Wnt11	0	0	5	2	5	1
Mtmr10	0	5	30	31	36	42
Sorbs3	4	7	85	46	48	40
Scgb2b2	0	0	0	0	0	0
Tmod1	1	11	87	86	126	111
Cd3eap	3	8	88	64	82	47
Slc22a26	0	0	0	0	0	0
Mettl13	2	8	44	29	36	32
Prosc	1	17	148	171	198	179
Scaf11	6	22	153	155	211	219
Nudt11	1	0	2	2	5	0
Vmn2r8	0	0	0	0	0	0
Olfr393	0	0	0	0	0	0
Stxbp5l	19	63	643	634	736	684
Bbs9	0	8	41	26	26	36
Wdr33	8	27	227	198	205	179
Cyb5r3	11	37	421	326	303	296
Mon1b	1	19	117	76	70	74
