transcript_id	symbol	cds_start	cds_stop	transcript_length	cds_length	length_5utr	length_3utr	isopct	expected_counts	tpm
NM_145400	Ube4a	252	3339	6061	3087	252	2722	100.00	252.00	19.59
NM_133913	Chpf2	1288	3595	3717	2307	1288	122	100.00	99.00	10.40
NM_007941	Stx2	149	1019	2936	870	149	1917	100.00	18.00	5.36
NM_026844	Cmc2	112	352	1440	240	112	1088	100.00	40.00	61.29
NM_001278269	Fyb	101	2423	4859	2322	101	2436	100.00	7.00	0.73
NM_138665	Sardh	672	3432	4558	2760	672	1126	100.00	15.00	1.31
NM_001290288	Samd15	0	1863	2028	1863	0	165	100.00	3.00	0.39
NM_019966	Mlycd	54	1533	2100	1479	54	567	100.00	70.00	11.73
NM_021329	Rangrf	137	695	832	558	137	137	100.00	21.00	10.41
NM_023638	Porcn	184	1570	1900	1386	184	330	76.67	267.66	48.06
NM_008891	Pnn	84	2265	3469	2181	84	1204	100.00	136.00	15.15
NM_029384	Tmem238	18	549	1051	531	18	502	100.00	10.00	5.26
NM_011947	Map3k3	28	1909	3149	1881	28	1240	100.00	23.00	2.99
NM_008020	Fkbp2	87	510	644	423	87	134	50.00	118.50	82.42
NM_001024136	Anks6	26	2474	3552	2448	26	1078	100.00	18.00	1.78
NM_001145015	Arhgap40	9	2028	2028	2019	9	0	100.00	2.00	0.24
NM_007911	Efnb3	424	1447	3215	1023	424	1768	100.00	296.00	73.78
NM_198117	Pcdha2	113	2960	5364	2847	113	2404	100.00	25.12	2.12
NM_145550	Yipf1	149	1070	1322	921	149	252	100.00	225.00	62.95
NM_134130	Abhd3	5	1241	1887	1236	5	646	100.00	260.00	52.79
NM_030057	Trappc6b	236	713	1266	477	236	553	100.00	177.00	106.03
NM_001243021	Zfp939	133	1897	1980	1764	133	83	100.00	23.98	3.33
NM_010423	Hey1	168	1068	2205	900	168	1137	100.00	170.00	48.79
NM_025976	Bfar	295	1648	3003	1353	295	1355	100.00	116.00	21.37
NM_031202	Tyrp1	289	1903	2755	1614	289	852	33.33	1.33	0.20
NM_022811	Polr1e	63	1368	3547	1305	63	2179	100.00	24.00	4.60
NM_172288	Nup133	89	3557	5808	3468	89	2251	100.00	168.00	11.59
NM_016750	H2afz	207	594	1069	387	207	475	100.00	870.00	677.97
NM_013763	Tbl2	27	1356	4336	1329	27	2980	100.00	65.00	12.21
NM_001081146	Prickle2	39	2745	7799	2706	39	5054	100.00	537.97	47.90
NM_029916	Stk31	31	3088	3238	3057	31	150	100.00	1.00	0.08
NM_001290503	Zer1	414	2715	4218	2301	414	1503	100.00	1056.00	111.22
NM_198193	Raet1e	134	890	1274	756	134	384	100.00	0.50	0.17
NM_008791	Pcp4	176	365	641	189	176	276	100.00	542.00	1249.39
NM_025500	Mrpl37	71	1343	1496	1272	71	153	100.00	114.00	22.44
NM_021710	Ap4s1	420	855	1107	435	420	252	100.00	125.00	83.94
NM_026779	Mocos	235	2824	2884	2589	235	60	100.00	1.00	0.09
NM_026005	2610301B20Rik	117	747	2118	630	117	1371	100.00	268.00	115.23
NM_199251	Kcnk12	540	1833	1952	1293	540	119	100.00	41.00	7.93
NM_001271432	Cd82	356	1157	1920	801	356	763	14.29	25.71	8.41
NM_009251	Serpina3g	89	1412	2020	1323	89	608	100.00	4.04	0.76
NM_030711	Erap1	75	2868	4014	2793	75	1146	100.00	113.00	9.74
NM_133926	Camk1	119	1244	1434	1125	119	190	100.00	120.97	27.19
NM_009693	Apob	102	13620	13909	13518	102	289	100.00	1.00	0.02
NM_181066	Brat1	82	2551	3332	2469	82	781	72.87	47.36	4.64
NM_001290338	Zfand4	431	2276	3096	1845	431	820	100.00	7.00	0.93
NM_053273	Ttyh2	76	1675	3456	1599	76	1781	100.00	214.00	33.01
NM_178599	Commd8	39	591	3464	552	39	2873	100.00	199.00	99.94
NM_001033254	Pak6	642	2691	4137	2049	642	1446	50.00	12.50	1.49
NM_022332	St7	423	2028	2286	1605	423	258	57.62	63.96	9.83
NM_173011	Idh2	74	1433	1702	1359	74	269	100.00	106.00	19.44
NM_001286030	Dhx32	460	2716	3009	2256	460	293	33.33	20.67	2.22
NM_028220	Wdr17	89	3983	4158	3894	89	175	57.98	43.59	2.67
NM_153572	Katnal1	136	1603	6157	1467	136	4554	100.00	183.00	30.93
NM_175662	Hist2h2ac	36	426	468	390	36	42	100.00	10.71	8.26
NM_001110224	Dcx	172	1270	8979	1098	172	7709	100.00	38.00	8.77
NM_172274	Cc2d2a	431	5333	5449	4902	431	116	100.00	29.00	1.40
NM_013518	Fgf9	370	997	4139	627	370	3142	100.00	50.00	21.62
NM_027816	Cyp2u1	100	1693	2331	1593	100	638	100.00	36.00	5.58
NM_011221	Purb	190	1165	8478	975	190	7313	100.00	354.21	93.07
NM_177184	Vps13c	31	11278	11523	11247	31	245	100.00	443.00	9.25
NM_001253755	Tdrd3	225	2376	5762	2151	225	3386	100.00	56.00	6.33
NM_010397	H2-T22	276	1416	1758	1140	276	342	100.00	3.00	0.66
NM_032397	Kcnn1	158	1775	4042	1617	158	2267	100.00	7.00	1.07
NM_175111	Hspbap1	90	1542	4606	1452	90	3064	100.00	24.00	4.10
NM_173364	Zfp445	224	3185	6189	2961	224	3004	100.00	227.00	18.42
NM_008186	Gtf2h1	210	1854	2745	1644	210	891	100.00	84.00	12.58
NM_009769	Klf5	304	1645	1725	1341	304	80	100.00	52.00	9.67
NM_133933	Rpn1	58	1885	3642	1827	58	1757	100.00	1224.00	164.05
NM_172631	Ldlrad4	562	1483	2493	921	562	1010	100.00	40.00	11.19
NM_021394	Zbp1	147	1383	1988	1236	147	605	70.47	1.70	0.35
NM_008423	Kcnd1	84	2040	3815	1956	84	1775	100.00	14.98	1.87
NM_001146350	Eng	363	2289	3572	1926	363	1283	100.00	32.00	4.06
NM_173038	Tbcel	178	1453	4967	1275	178	3514	100.00	108.00	21.21
NM_001039181	Npr3	35	1643	6923	1608	35	5280	100.00	67.00	10.27
NM_177899	Zfp866	119	1682	5764	1563	119	4082	100.00	42.83	6.77
NM_153503	Rnf113a1	170	1196	1244	1026	170	48	100.00	31.00	7.70
NM_001122899	Lepr	552	3237	5539	2685	552	2302	84.37	52.31	4.69
NM_010829	Msh3	103	3391	3945	3288	103	554	100.00	75.00	5.46
NM_020260	Arhgap31	362	4640	7722	4278	362	3082	100.00	83.99	4.67
NM_152915	Dner	493	2707	3632	2214	493	925	100.00	2230.01	244.49
NM_001277132	Gm867	111	567	1228	456	111	661	100.00	3.00	1.90
NM_199021	Dpp10	116	2519	4630	2403	116	2111	100.00	329.00	33.13
NM_146258	Stard13	99	3441	5581	3342	99	2140	100.00	36.00	2.58
NM_021416	Fam184b	262	3091	4123	2829	262	1032	100.00	7.00	0.60
NM_145215	Abhd11	413	1337	1493	924	413	156	100.00	66.00	18.40
NM_007646	Cd38	67	982	3013	915	67	2031	100.00	62.00	17.47
NM_134068	Dusp22	67	622	1102	555	67	480	63.22	18.07	9.02
NM_001081982	Nfix	314	1640	5626	1326	314	3986	45.27	327.68	61.69
NM_001033312	Fbxl18	132	2256	2831	2124	132	575	100.00	115.00	13.17
NM_025450	Mrps17	297	660	1196	363	297	536	100.00	272.00	230.45
NM_053147	Pcdhb22	128	2513	3067	2385	128	554	100.00	46.13	4.68
NM_001267695	Ctss	114	1140	1360	1026	114	220	73.13	312.54	77.66
NM_029649	Tmem101	63	837	1576	774	63	739	100.00	123.00	41.79
NM_011888	Ccl19	188	515	720	327	188	205	100.00	1.00	0.97
NM_020046	Dhodh	301	1489	2318	1188	301	829	100.00	69.00	14.62
NM_010127	Pou6f1	714	1620	4575	906	714	2955	100.00	13.00	3.70
NM_021546	Necab3	14	1076	1810	1062	14	734	100.00	63.00	15.08
NM_001177797	Afap1l2	409	2887	3915	2478	409	1028	100.00	31.00	3.02
NM_080639	Timp4	71	746	1416	675	71	670	100.00	127.00	50.42
NM_183170	Mpv17l2	15	618	955	603	15	337	100.00	63.00	28.51
NM_153594	Pcmtd2	339	1419	3568	1080	339	2149	100.00	279.00	65.55
NM_008403	Itgb1bp1	191	794	1874	603	191	1080	100.00	78.00	35.30
NM_021377	Sorcs1	178	3685	7240	3507	178	3555	77.78	71.22	4.86
NM_001044741	Cacnb3	151	1603	2568	1452	151	965	100.00	216.00	36.91
NM_080456	Mrps6	100	478	780	378	100	302	100.00	126.00	101.23
NM_030067	Gpr115	242	2339	3064	2097	242	725	25.00	1.00	0.12
NM_030133	Srbd1	55	3001	3530	2946	55	529	100.00	41.00	3.34
NM_001286425	Fut10	387	798	2788	411	387	1990	60.84	2.43	1.75
NM_022325	Ctsz	141	1062	1440	921	141	378	100.00	180.00	50.36
NM_010225	Foxf2	264	1605	2366	1341	264	761	100.00	2.00	0.37
NM_020033	Ankrd2	10	997	1100	987	10	103	100.00	2.00	0.52
NM_025826	Acadsb	145	1444	3348	1299	145	1904	100.00	269.00	51.77
NM_009045	Rela	345	1995	2709	1650	345	714	100.00	59.00	8.80
NM_019654	Socs5	442	2053	4397	1611	442	2344	100.00	86.00	13.16
NM_008869	Pla2g4a	166	2413	2855	2247	166	442	100.00	24.00	2.59
NM_175678	Npsr1	90	1206	3791	1116	90	2585	100.00	8.00	1.81
NM_173037	Tango6	85	3325	4409	3240	85	1084	100.00	26.00	1.92
NM_172707	Ppp1cb	386	1370	4024	984	386	2654	100.00	1714.00	445.84
NM_001101519	4932443I19Rik	78	375	781	297	78	406	100.00	4.00	4.46
NM_194344	Sh3tc1	377	4418	4549	4041	377	131	100.00	1.00	0.06
NM_175370	Als2cr12	120	1272	1575	1152	120	303	100.00	2.00	0.44
NM_001081210	Mrpl44	115	1117	1424	1002	115	307	100.00	135.00	34.42
NM_010851	Myd88	81	972	1905	891	81	933	100.00	10.00	2.90
NM_001114595	Ehbp1l1	297	2586	3538	2289	297	952	95.05	29.46	3.12
NM_207206	Lpcat4	103	1678	1902	1575	103	224	100.00	166.00	26.02
NM_152825	Usp45	58	2500	6007	2442	58	3507	73.13	135.33	13.40
NM_029775	Dcun1d5	231	945	1201	714	231	256	100.00	167.00	62.17
NM_011404	Slc7a5	80	1619	3513	1539	80	1894	100.00	151.00	24.26
NM_001081172	Frmpd1	56	4706	4812	4650	56	106	100.00	47.00	2.40
NM_201518	Flrt2	773	2756	7097	1983	773	4341	100.00	152.00	18.70
NM_007441	Alx3	145	1177	1973	1032	145	796	100.00	2.00	0.49
NM_181819	Wfikkn2	30	1746	3392	1716	30	1646	100.00	3.00	0.43
NM_001252384	Slc25a19	432	1389	2617	957	432	1228	38.69	14.17	3.80
NM_146198	Slc5a11	271	2293	2341	2022	271	48	100.00	1.00	0.12
NM_001024230	Gm5431	299	2000	2971	1701	299	971	100.00	0.99	0.14
NM_001008232	Asap3	154	2869	5582	2715	154	2713	100.00	12.00	1.06
NM_009735	B2m	51	411	858	360	51	447	100.00	440.00	376.90
NM_031386	Tex14	107	4460	4763	4353	107	303	100.00	2.00	0.11
NM_007748	Cox6a1	5	344	533	339	5	189	100.00	1044.00	969.07
NM_001205234	Nrxn2	479	5591	6660	5112	479	1069	72.29	577.92	26.81
NM_009698	Aprt	75	618	866	543	75	248	100.00	164.00	83.99
NM_025567	Cyc1	41	1019	1194	978	41	175	100.00	484.00	126.74
NM_027905	Selo	71	2075	2428	2004	71	353	100.00	82.00	9.98
NM_001255991	Btbd8	0	1134	1134	1134	0	0	100.00	11.00	2.45
NM_175155	Sash1	212	3905	7183	3693	212	3278	100.00	364.00	23.53
NM_010555	Il1r2	92	1325	1344	1233	92	19	100.00	1.00	0.20
NM_015803	Atp8a2	152	3599	3685	3447	152	86	100.00	111.00	7.70
NM_001081340	Setd2	82	7696	8350	7614	82	654	100.00	204.00	6.32
NM_177078	Adrbk2	59	2126	6561	2067	59	4435	100.00	60.00	7.07
NM_009142	Cx3cl1	85	1273	3143	1188	85	1870	100.00	4199.00	889.69
NM_001159634	Prrc2b	198	6891	10686	6693	198	3795	53.81	452.78	15.98
NM_001290398	Cstf2	189	1854	4448	1665	189	2594	60.09	182.71	27.00
NM_015730	Chrna4	104	1994	4437	1890	104	2443	100.00	64.00	8.28
NM_178113	Ncapd3	472	4993	5503	4521	472	510	100.00	60.00	3.15
NM_020561	Smpdl3a	138	1476	1791	1338	138	315	100.00	266.00	49.60
NM_016980	Rpl5	116	1010	2019	894	116	1009	100.00	655.00	189.40
NM_001122952	Nfia	34	1633	9274	1599	34	7641	73.90	153.33	23.65
NM_009568	Zfp94	327	1770	2621	1443	327	851	100.00	14.00	2.41
NM_001163556	Pou2f2	8	1400	3248	1392	8	1848	100.00	2.00	0.36
NM_153143	Kctd11	775	1474	2722	699	775	1248	100.00	1.00	0.38
NM_172412	Gpc2	123	1863	2513	1740	123	650	100.00	10.00	1.41
NM_020599	Rlbp1	559	1513	2202	954	559	689	50.00	40.00	10.77
NM_021471	Slco1c1	381	2529	3178	2148	381	649	99.98	393.92	44.57
NM_026642	Trmt12	106	1447	4133	1341	106	2686	100.00	28.00	5.21
NM_001253780	1110017D15Rik	180	387	486	207	180	99	70.39	8.45	16.54
NM_182997	Prkab2	183	999	4261	816	183	3262	100.00	114.00	36.50
NM_026728	Echdc2	92	983	1307	891	92	324	100.00	9.00	2.61
NM_173449	Pp2d1	241	2104	2476	1863	241	372	100.00	1.00	0.13
NM_001024720	Hmcn1	384	17289	18314	16905	384	1025	100.00	7.00	0.10
NM_175696	Pianp	275	1112	2225	837	275	1113	33.33	87.33	27.17
NM_007631	Ccnd1	232	1120	3796	888	232	2676	100.00	151.00	43.99
NM_176957	Nckap5	376	1597	2966	1221	376	1369	89.95	4.50	0.93
NM_016794	Vamp8	191	497	786	306	191	289	100.00	29.00	30.99
NM_013871	Mapk12	231	1335	1890	1104	231	555	100.00	3.00	0.69
NM_029341	Capsl	140	767	946	627	140	179	100.00	25.00	10.81
NM_001302393	Ppt2	170	1079	1761	909	170	682	20.00	16.00	4.54
NM_009609	Actg1	77	1205	1908	1128	77	703	100.00	8582.45	1923.36
NM_009228	Snta1	113	1613	2115	1500	113	502	100.00	131.00	21.62
NM_008943	Psen1	491	1895	3023	1404	491	1128	100.00	176.00	31.17
NM_028120	Cep89	75	2451	2567	2376	75	116	100.00	36.00	3.67
NM_175272	Nav2	752	8051	11318	7299	752	3267	100.00	108.01	3.49
NM_018814	Pcnx	342	7377	12139	7035	342	4762	100.00	276.00	9.26
NM_001301868	Ikzf1	558	2076	5421	1518	558	3345	75.96	8.08	1.32
NM_011890	Sgcb	18	981	3727	963	18	2746	100.00	201.00	53.54
NM_027318	Znhit1	452	914	1116	462	452	202	100.00	167.00	104.05
NM_172260	Cep68	159	2361	4810	2202	159	2449	100.00	84.00	9.26
NM_022418	Tmub1	123	861	1320	738	123	459	100.00	38.00	13.62
NM_025806	Plbd1	214	1867	1974	1653	214	107	100.00	2.00	0.30
NM_177577	Dcdc2a	267	1695	6883	1428	267	5188	100.00	20.00	3.48
NM_177367	Gemin4	85	3262	3448	3177	85	186	100.00	41.00	3.09
NM_146162	Tmem119	68	911	2078	843	68	1167	100.00	44.00	13.58
NM_001166388	Ptp4a3	1434	1956	3808	522	1434	1852	33.33	8.67	4.65
NM_001081218	Hcfc2	137	2306	2386	2169	137	80	100.00	97.00	10.86
NM_027354	Poc1a	378	1596	1707	1218	378	111	100.00	39.00	8.04
NM_007424	Acan	133	6532	7355	6399	133	823	100.00	91.00	3.36
NM_019650	Gosr2	52	691	3078	639	52	2387	100.00	194.00	82.05
NM_009351	Tep1	166	8056	8163	7890	166	107	100.00	9.00	0.27
NM_172678	Acad9	109	1987	3913	1878	109	1926	100.00	195.00	25.39
NM_010925	Rrp1	91	1576	2008	1485	91	432	100.00	1077.00	179.69
NM_177773	4933408B17Rik	1192	2014	2362	822	1192	348	100.00	1.00	0.32
NM_001177804	Sirt3	10	1015	1415	1005	10	400	100.00	77.00	19.57
NM_134114	Sft2d1	120	600	1048	480	120	448	100.00	103.00	61.23
NM_001136058	Crmp1	87	2148	3103	2061	87	955	54.96	501.98	59.30
NM_026173	Poc5	388	2065	3033	1677	388	968	100.00	129.00	18.92
NM_172668	Lrp4	170	5888	8028	5718	170	2140	69.09	161.15	6.67
NM_001271607	Ackr3	417	1506	2319	1089	417	813	50.00	46.50	10.83
NM_172462	Zfp11	115	2059	3916	1944	115	1857	100.00	26.00	3.27
NM_011169	Prlr	748	2575	10328	1827	748	7753	78.97	196.23	26.30
NM_212473	Fam53b	303	1572	5131	1269	303	3559	50.00	21.00	4.14
NM_001291349	Anapc15	130	496	800	366	130	304	61.42	7.37	6.18
NM_009876	Cdkn1c	208	1216	1904	1008	208	688	100.00	52.00	13.17
NM_028839	Tmem110	137	1004	3738	867	137	2734	100.00	18.00	5.39
NM_030174	Mctp1	345	2430	4289	2085	345	1859	100.00	234.00	27.31
NM_011216	Ptpro	387	4068	6621	3681	387	2553	100.00	313.00	20.31
NM_024433	Mtap	122	974	2558	852	122	1584	100.00	73.00	22.27
NM_001163155	Col4a5	316	5380	6491	5064	316	1111	50.00	21.00	0.98
NM_001185153	Zpbp	55	1111	3674	1056	55	2563	100.00	9.00	2.17
NM_001005370	Spin2c	258	1032	1306	774	258	274	100.00	51.00	17.33
NM_028934	4930452B06Rik	292	2317	2751	2025	292	434	100.00	16.00	1.93
NM_029007	Fam84a	253	1132	3380	879	253	2248	100.00	226.00	66.59
NM_001081682	Gnb1l	250	1231	3625	981	250	2394	50.00	8.00	2.09
NM_080637	Nme5	111	747	829	636	111	82	100.00	54.00	22.96
NM_009827	Cckar	347	1658	2929	1311	347	1271	100.00	2.00	0.38
NM_198013	Cuedc1	466	1633	3180	1167	466	1547	100.00	33.00	7.13
NM_172268	Nup214	114	6372	8195	6258	114	1823	100.00	186.00	7.03
NM_010301	Gna11	119	1199	3262	1080	119	2063	100.00	292.22	68.66
NM_144829	Aarsd1	45	1284	1333	1239	45	49	100.00	235.00	47.59
NM_001174107	Map3k9	296	3530	10619	3234	296	7089	76.06	17.89	1.33
NM_080788	Ttbk2	51	3990	10905	3939	51	6915	44.91	93.02	5.63
NM_173400	Haus6	209	3011	3695	2802	209	684	100.00	14.00	1.20
NM_008343	Igfbp3	133	1012	2442	879	133	1430	100.00	65.00	19.15
NM_019435	Ndufb11	304	760	853	456	304	93	100.00	514.00	325.47
NM_001146073	Hexdc	49	1729	1965	1680	49	236	100.00	18.00	2.64
NM_001037987	Edil3	510	1953	5358	1443	510	3405	94.28	1379.12	237.22
NM_025384	Dnajc15	18	468	648	450	18	180	100.00	241.00	155.13
NM_009967	Crygs	55	592	708	537	55	116	100.00	2.00	1.04
NM_001110152	Pfdn4	216	621	887	405	216	266	100.00	158.00	116.14
NM_028231	Kcnmb2	390	1098	2919	708	390	1821	100.00	18.00	6.77
NM_024499	Sgta	63	1011	1947	948	63	936	100.00	453.00	122.76
NM_019924	Rps6ka4	80	2402	3132	2322	80	730	100.00	45.00	4.70
NM_001033248	Gm266	53	656	1215	603	53	559	100.00	10.00	4.53
NM_025415	Cks2	181	421	694	240	181	273	100.00	10.00	15.32
NM_198899	Uggt1	175	4831	9029	4656	175	4198	100.00	353.00	18.01
NM_025854	Cir1	104	1457	1945	1353	104	488	100.00	202.10	37.24
NM_026077	3110040N11Rik	69	450	857	381	69	407	100.00	29.00	23.06
NM_001048060	Idnk	38	293	1467	255	38	1174	91.75	28.77	40.13
NM_023179	Atp6v1g2	168	525	1495	357	168	970	100.00	1603.00	1388.42
NM_019483	Smad9	319	1612	5380	1293	319	3768	100.00	27.00	5.22
NM_028447	Prrc1	179	1511	4801	1332	179	3290	100.00	111.00	20.80
NM_153103	Kif1c	370	3673	6764	3303	370	3091	100.00	70.71	5.13
NM_146011	Arhgap9	116	1538	1811	1422	116	273	100.00	2.00	0.35
NM_001160319	Ubr4	28	15571	15872	15543	28	301	100.00	697.00	10.51
NM_183259	Smim5	225	462	940	237	225	478	100.00	3.00	4.69
NM_028815	Cep97	53	2624	7904	2571	53	5280	73.49	89.23	8.38
NM_007569	Btg1	324	840	5008	516	324	4168	100.00	137.00	74.59
NM_026025	Zcrb1	130	784	826	654	130	42	100.00	154.00	63.41
NM_001252292	Mest	340	1369	2666	1029	340	1297	57.90	134.44	33.30
NM_023788	Mageh1	225	882	1398	657	225	516	100.00	279.00	114.27
NM_028195	Cyth4	154	1336	2791	1182	154	1455	100.00	35.00	7.46
NM_133198	Pygl	100	2653	2821	2553	100	168	100.00	21.00	1.99
NM_001254946	BC035044	157	574	2612	417	157	2038	100.00	3.00	2.12
NM_013748	Clnk	134	1442	1586	1308	134	144	100.00	4.00	0.76
NM_183426	Sbno2	188	4238	4640	4050	188	402	100.00	12.00	0.71
NM_007563	Bpgm	127	907	2068	780	127	1161	100.00	138.00	46.48
NM_001110310	Snx12	137	626	2427	489	137	1801	73.47	277.73	161.39
NM_008682	Nedd1	104	2087	3533	1983	104	1446	100.00	11.00	1.35
NM_001165999	Lingo2	1310	3131	4641	1821	1310	1510	25.00	17.50	2.35
NM_133187	Fam198b	297	1851	6627	1554	297	4776	100.00	10.00	1.59
NM_008227	Hcn3	98	2438	3262	2340	98	824	100.00	37.00	3.83
NM_178681	Dgkb	436	2824	5544	2388	436	2720	100.00	839.99	85.13
NM_199027	Zfp335	284	4298	4570	4014	284	272	100.00	69.99	4.16
NM_026672	Gstm7	91	748	1305	657	91	557	100.00	121.84	49.90
NM_175514	Fam171b	21	2487	3394	2466	21	907	100.00	671.00	65.77
NM_175201	Rnf38	212	1607	4989	1395	212	3382	100.00	85.00	15.16
NM_025341	Abhd6	110	1121	2247	1011	110	1126	100.00	239.00	60.35
NM_152809	Csnk1g3	734	2009	4394	1275	734	2385	100.00	189.00	37.11
NM_023647	Nipa2	1259	2339	3989	1080	1259	1650	25.00	26.00	6.11
NM_026468	Atp5g2	60	501	647	441	60	146	100.00	708.01	467.36
NM_028534	Smap1	226	1549	2353	1323	226	804	100.00	795.00	150.03
NM_007585	Anxa2	74	1094	1374	1020	74	280	100.00	41.00	10.25
NM_029339	Ccdc101	191	1073	1166	882	191	93	100.00	28.00	8.22
NM_026795	Tm2d3	62	755	910	693	62	155	96.72	227.10	87.48
NM_008839	Pik3ca	55	3262	8917	3207	55	5655	100.00	120.00	8.97
NM_010837	Map6	575	3296	3431	2721	575	135	96.24	565.99	50.10
NM_011078	Phf2	120	3411	5260	3291	120	1849	100.00	104.98	7.64
NM_010216	Figf	308	1385	1905	1077	308	520	100.00	13.00	3.06
NM_010149	Epor	145	1669	1829	1524	145	160	100.00	9.00	1.46
NM_134247	Acot4	132	1398	2325	1266	132	927	100.00	3.00	0.59
NM_145970	Cc2d1a	47	2879	3288	2832	47	409	100.00	147.00	12.49
NM_133692	Pold3	77	1463	3002	1386	77	1539	100.00	42.00	7.54
NM_025522	Dhrs7	67	1084	1304	1017	67	220	100.00	125.00	31.36
NM_029401	Vwa5b1	111	3759	3857	3648	111	98	100.00	6.00	0.39
NM_011079	Phkg1	192	1359	2369	1167	192	1010	100.00	72.00	15.55
NM_026577	Arl13b	297	1581	3540	1284	297	1959	100.00	16.00	3.12
NM_198007	Ascc3	271	6868	7477	6597	271	609	100.00	56.00	2.01
NM_019405	Cetn2	28	547	1186	519	28	639	100.00	308.00	166.53
NM_146216	Vac14	252	2601	3030	2349	252	429	100.00	127.00	13.09
NM_181406	Rars2	33	1770	1867	1737	33	97	100.00	72.00	10.18
NM_025349	Lsm7	23	335	468	312	23	133	100.00	131.00	136.25
NM_001081171	Lama5	57	11214	11388	11157	57	174	100.00	43.00	0.91
NM_001080557	Vamp1	145	499	3154	354	145	2655	51.48	94.17	82.48
NM_001081116	Arhgef17	422	6596	10250	6174	422	3654	100.00	394.00	15.09
NM_001159559	Xrcc6bp1	83	824	1067	741	83	243	64.02	19.37	6.91
NM_029796	Lrg1	60	1089	1353	1029	60	264	100.00	3.00	0.74
NM_029602	Znrd1as	91	970	977	879	91	7	100.00	10.00	2.95
NM_031159	Apobec1	560	1250	2265	690	560	1015	50.00	3.50	1.35
NM_001081653	Cntnap5c	0	3918	3918	3918	0	0	100.00	224.13	13.64
NM_030205	Coro7	109	2878	3488	2769	109	610	100.00	208.00	18.08
NM_001199971	Tac2	264	615	853	351	264	238	50.00	7.50	6.64
NM_001165956	Phc3	28	2884	10925	2856	28	8041	56.17	84.48	7.11
NM_028813	Vit	281	2234	2720	1953	281	486	100.00	34.00	4.25
NM_138956	Rassf3	140	839	3424	699	140	2585	100.00	26.00	9.92
NM_173866	Gpt2	95	1664	3596	1569	95	1932	100.00	122.00	19.20
NM_172398	Akr1b10	95	1046	1341	951	95	295	100.00	73.00	19.71
NM_145613	C1qtnf5	3168	3900	4275	732	3168	375	20.00	7.20	2.61
NM_001253355	Hs3st5	1171	2212	3095	1041	1171	883	33.33	0.33	0.08
NM_022313	Eral1	24	1338	2014	1314	24	676	100.00	58.00	11.03
NM_172487	Prrt3	192	3108	3760	2916	192	652	35.65	101.89	8.40
NM_175344	Ano6	141	2877	5648	2736	141	2771	79.19	33.89	2.98
NM_198886	Zbtb12	231	1611	1835	1380	231	224	100.00	17.00	3.07
NM_001013773	Nxpe5	452	2081	2312	1629	452	231	100.00	1.00	0.15
NM_010898	Nf2	559	2350	4728	1791	559	2378	41.00	34.62	4.74
NM_001001334	BC061194	48	1578	1651	1530	48	73	100.00	1.99	0.32
NM_144850	Rapgef3	266	3023	3801	2757	266	778	100.00	54.00	4.72
NM_010024	Dct	468	2022	2263	1554	468	241	100.00	5.00	0.79
NM_027335	2210016F16Rik	71	1088	2822	1017	71	1734	100.00	47.00	11.79
NM_183150	BC003965	48	459	3023	411	48	2564	100.00	71.00	51.22
NM_025885	Med19	43	778	2059	735	43	1281	100.00	130.00	46.83
NM_012031	Spag1	234	2940	3219	2706	234	279	100.00	29.00	2.58
NM_001163567	Fam102b	286	1399	5702	1113	286	4303	100.00	41.00	9.32
NM_053076	Rtn3	208	922	2857	714	208	1935	82.08	3787.49	1410.03
NM_001003950	Rab3ip	151	1438	2690	1287	151	1252	100.00	151.00	29.35
NM_053144	Pcdhb19	156	2562	4714	2406	156	2152	100.00	39.04	3.93
NM_133671	U2af2	145	1561	2190	1416	145	629	94.23	922.97	161.99
NM_021370	Asic5	29	1517	1657	1488	29	140	100.00	1.00	0.17
NM_138741	Sdpr	260	1517	3055	1257	260	1538	100.00	22.00	4.39
NM_007445	Amh	0	1665	1665	1665	0	0	100.00	1.00	0.15
NM_020256	Zbtb33	292	2308	5122	2016	292	2814	50.00	105.00	12.69
NM_028273	Pgam5	60	924	2076	864	60	1152	64.65	125.89	37.81
NM_026713	Mogat1	123	1131	1206	1008	123	75	100.00	3.00	0.76
NM_028748	Paqr5	199	1192	3500	993	199	2308	100.00	4.00	1.03
NM_177614	Os9	42	1896	3884	1854	42	1988	73.63	467.08	61.65
NM_053168	Trim11	147	1551	2279	1404	147	728	100.00	39.00	6.91
NM_025943	Dzip1	678	3237	4900	2559	678	1663	100.00	19.00	1.79
NM_001143683	Mpped2	483	1368	2662	885	483	1294	50.00	47.50	13.89
NM_177075	Fndc9	47	728	2263	681	47	1535	100.00	11.00	4.32
NM_001033481	Myrf	144	3483	5597	3339	144	2114	100.00	192.00	13.77
NM_001077192	Abi1	176	1517	3315	1341	176	1798	40.31	269.17	50.07
NM_207215	Mycbp2	283	14524	15233	14241	283	709	100.00	500.00	8.23
NM_027898	Gramd1a	147	2316	2681	2169	147	365	100.00	255.97	28.67
NM_020606	Parva	259	1378	4450	1119	259	3072	100.00	329.00	74.37
NM_010191	Fdft1	847	2098	3697	1251	847	1599	100.00	537.00	107.62
NM_177914	Dgkk	0	3188	6827	3188	0	3639	100.00	2.00	0.15
NM_011856	Tenm2	75	8370	9749	8295	75	1379	84.63	570.56	16.20
